index,Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
1441,Keepers: A Memoir,"“A rare triumph” (The New York Times Book Review), this powerful memoir about the divergent paths taken by two brothers is a classic work from one of the greatest figures in American literature: a reflection on John Edgar Wideman’s family and his brother’s incarceration—a classic that is as relevant now as when originally published in 1984. A “brave and brilliant” (The Philadelphia Inquirer) portrait of lives arriving at different destinies, the classic John Edgar Wideman memoir, Brothers and Keepers, is a haunting portrait of two brothers—one an award-winning writer, the other a fugitive wanted for a robbery that resulted in a murder. Wideman recalls the capture of his younger brother, Robby, details the subsequent trials that resulted in a sentence of life in prison, and provides vivid views of the American prison system. A gripping, unsettling account, Brothers and Keepers weighs the bonds of blood, affection, and guilt that connect Wideman and his brother and measures the distance that lies between them. “If you care at all about brotherhood and dignity…this is a must-read book” (The Denver Post). With a new afterword by his brother Robert Wideman, recently released after more than fifty years in prison.",['John Edgar Wideman'],http://books.google.com/books/content?id=8efNDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=8efNDwAAQBAJ&printsec=frontcover&dq=Keepers:+A+Memoir&hl=&cd=1&source=gbs_api,Simon and Schuster,2020-10-06,https://play.google.com/store/books/details?id=8efNDwAAQBAJ&source=gbs_api,['Biography & Autobiography'],2.0
1442,Tomorrow and Tomorrow,"In this exhilarating novel by the best-selling author of The Storied Life of A. J. Fikry two friends—often in love, but never lovers—come together as creative partners in the world of video game design, where success brings them fame, joy, tragedy, duplicity, and, ultimately, a kind of immortality. ""Utterly brilliant. In this sweeping, gorgeously written novel, Gabrielle Zevin charts the beauty, tenacity, and fragility of human love and creativity. Tomorrow, and Tomorrow, and Tomorrow is one of the best books I've ever read."" —John Green On a bitter-cold day, in the December of his junior year at Harvard, Sam Masur exits a subway car and sees, amid the hordes of people waiting on the platform, Sadie Green. He calls her name. For a moment, she pretends she hasn’t heard him, but then, she turns, and a game begins: a legendary collaboration that will launch them to stardom. These friends, intimates since childhood, borrow money, beg favors, and, before even graduating college, they have created their first blockbuster, Ichigo. Overnight, the world is theirs. Not even twenty-five years old, Sam and Sadie are brilliant, successful, and rich, but these qualities won’t protect them from their own creative ambitions or the betrayals of their hearts. Spanning thirty years, from Cambridge, Massachusetts, to Venice Beach, California, and lands in between and far beyond, Gabrielle Zevin’s Tomorrow, and Tomorrow, and Tomorrow is a dazzling and intricately imagined novel that examines the multifarious nature of identity, disability, failure, the redemptive possibilities in play, and above all, our need to connect: to be loved and to love. Yes, it is a love story, but it is not one you have read before.",['Gabrielle Zevin'],http://books.google.com/books/content?id=JrpHEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=JrpHEAAAQBAJ&dq=Tomorrow+and+Tomorrow&hl=&cd=1&source=gbs_api,Penguin,2022-07-05,http://books.google.com/books?id=JrpHEAAAQBAJ&dq=Tomorrow+and+Tomorrow&hl=&source=gbs_api,['Fiction'],11.0
1443,Glory of Byzantium,"Serves as both visual and textual record of the exhibition of the same name, surveying the art of the Middle Byzantine period from the restoration of the use of icons by the Orthodox Church in 843 to the occupation of Constantinople by the Crusader forces from the West from 1204 to 1261. Conceived as a sequel to the 1976 exhibition ""Age of Spirituality,"" which focused on the first centuries of Byzantium. Preceding the catalogue, 17 essays treat the historical context, religious sphere, and secular courtly realm of the empire, and the interactions between Byzantium and other medieval cultures. Abundantly illustrated. Annotation copyrighted by Book News, Inc., Portland, OR","['Helen C. Evans', 'Metropolitan Museum of Art (New York, N.Y.)']",http://books.google.com/books/content?id=Caqa12aj55wC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=Caqa12aj55wC&printsec=frontcover&dq=Glory+of+Byzantium&hl=&cd=1&source=gbs_api,Metropolitan Museum of Art,1997,http://books.google.com/books?id=Caqa12aj55wC&dq=Glory+of+Byzantium&hl=&source=gbs_api,['Art'],5.0
1444,Dying Well,"Explores the important emotional work accomplished in the final months of life and offers advice on dealing with doctors, talking with friends and relatives, and mananging end-of-life care",['Ira Byock'],http://books.google.com/books/content?id=xd0kmQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=xd0kmQEACAAJ&dq=Dying+Well&hl=&cd=1&source=gbs_api,Penguin,1998,http://books.google.com/books?id=xd0kmQEACAAJ&dq=Dying+Well&hl=&source=gbs_api,['Family & Relationships'],1.0
1445,I SAW YOU IN THE MOON.,"A heartwarming love story between mother and child When Mama Elephant must leave Little One to ask the skies for rain, the young elephant is worried. Who will care for Little One? Who will sing Mama's special songs? When will she return? Mama is very reassuring - Little One will hear her song on the wind and feel her love in the warmth of the sun, and, after the rains come, they will meet where the moon sets. Exquisitely illustrated and supremely comforting, Meet Me at the Moon is a mother and child love story to be enjoyed again and again.",['Gianna Marino'],http://books.google.com/books/content?id=UtRRzI24HmYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=UtRRzI24HmYC&printsec=frontcover&dq=I+SAW+YOU+IN+THE+MOON.&hl=&cd=1&source=gbs_api,Penguin,2012-03-29,https://play.google.com/store/books/details?id=UtRRzI24HmYC&source=gbs_api,['Juvenile Fiction'],10.0
1446,Creative Bible Lessons from the Life of Christ: 12 Ready-to-Use Bible Lessons for Your Youth Group,"Do you want to teach solid Biblical truth to your kids without their eyes glazing over as soon as you say ""open your Bibles""? Now you can, with Creative Bible Lessons on the Life of Christ. Veteran youth worker and Bible teacher Doug Fields has crafted 12 lively, ready-to-use lessons that actually make it fun to dig into Scripture. Fields utilizes creative learning techniques to spark your kids' interest and keep them actively involved in each lesson, including: - Learning games . . . - Hilarious handouts - Art projects anyone can do . . . Challenging simulations - Thought-provoking worksheets . . . - Skits and role-plays These techniques are built into clear, easy-to-use lessons that keep your kids active as they absorb the Biblical truth of each lesson. Fields also provides you with a brief teaching outline in each lesson that you can present to bring the message home. Best of all, these lessons are so complete, they require very little preparation time. You'll be able to build quality, creative Bible teaching into your busy schedule -- with Creative Bible Lessons on the Life of Christ.12 lessons.",['Doug Fields'],http://books.google.com/books/content?id=pglMggUIZhMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=pglMggUIZhMC&printsec=frontcover&dq=Creative+Bible+Lessons+from+the+Life+of+Christ:+12+Ready-to-Use+Bible+Lessons+for+Your+Youth+Group&hl=&cd=1&source=gbs_api,Zondervan,2009-12-15,https://play.google.com/store/books/details?id=pglMggUIZhMC&source=gbs_api,['Religion'],2.0
1447,Fashions of the Old South Coloring Book (Dover Fashion Coloring Book),"Clothing worn by plantation society shortly before the beginning of the Civil War. This collection of 29 carefully researched illustrations captures the fine details of these garments, which include walking costumes, evening gowns, morning and afternoon dresses, and wedding apparel for women, as well as suits, vests, trousers, and handsome military uniforms.",['Tom Tierney'],http://books.google.com/books/content?id=gVj1fi99dKwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=gVj1fi99dKwC&printsec=frontcover&dq=Fashions+of+the+Old+South+Coloring+Book+(Dover+Fashion+Coloring+Book)&hl=&cd=1&source=gbs_api,Courier Corporation,2004-11-01,http://books.google.nl/books?id=gVj1fi99dKwC&dq=Fashions+of+the+Old+South+Coloring+Book+(Dover+Fashion+Coloring+Book)&hl=&source=gbs_api,['Juvenile Nonfiction'],1.0
1448,Planet of the Apes,"The original novel that inspired the films! First published more than fifty years ago, Pierre Boulle’s chilling novel launched one of the greatest science fiction sagas in motion picture history. In the not-too-distant future, three astronauts land on what appears to be a planet just like Earth, with lush forests, a temperate climate, and breathable air. But while it appears to be a paradise, nothing is what it seems. They soon discover the terrifying truth: On this world humans are savage beasts, and apes rule as their civilized masters. In an ironic novel of nonstop action and breathless intrigue, one man struggles to unlock the secret of a terrifying civilization, all the while wondering: Will he become the savior of the human race, or the final witness to its damnation? In a shocking climax that rivals that of the original movie, Boulle delivers the answer in a masterpiece of adventure, satire, and suspense.",['Pierre Boulle'],http://books.google.com/books/content?id=0dzpV-1gAIkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=0dzpV-1gAIkC&printsec=frontcover&dq=Planet+of+the+Apes&hl=&cd=1&source=gbs_api,Del Rey,2011-04-13,https://play.google.com/store/books/details?id=0dzpV-1gAIkC&source=gbs_api,['Fiction'],26.0
1449,A Greek God at the Ladies' Club,"What if you had sculpted the perfect replica of a gorgeous Greek god and, right before you're about to unveil it to a group of ladies, it comes to life in all its naked glory? What if your creation wanted to reward you by fulfilling your every desire? What would you do? If you're Alexandra, you'd want to smash something. The statue of Darius, playboy god, was supposed to bring in much-needed cash for the orphanage where Alex grew up. Now that it has miraculously turned to flesh, she just needs to give it a small imperfection so that it'll turn back into the marble statue she created. Never mind that she fell in love with him—it—a little every day while she was sculpting the exquisite body. Never mind that he—it—is every bit as sexy and charming and powerful as she imagined. And she sure as heck shouldn't be tempted by his heated offer to fulfill her every desire . . .",['Jenna McKnight'],http://books.google.com/books/content?id=ERWNSYcGl8QC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=ERWNSYcGl8QC&printsec=frontcover&dq=A+Greek+God+at+the+Ladies%27+Club&hl=&cd=1&source=gbs_api,Harper Collins,2009-10-13,https://play.google.com/store/books/details?id=ERWNSYcGl8QC&source=gbs_api,['Fiction'],3.0
1450,The Worm in the Bud: The World of Victorian Sexuality.,"""This classic book on Victorian hypocrisy reveals the other side of Victoria's Britain, and what really went on behind the lace curtains and aspidistras. Ronald Pearsall exposes, with thorough documentation, the bald facts of sex-life (approved and illicit) among the aristocracy, the middle class and poor in the nineteenth century. His curious record is honest, entertaining, and very humorous. It also reflects the conflicting values of the Victorian double standard - one is the very image of respectability, the other is an underground world in which repressions sought their outlet in depravity and licentiousness. In this book Ronald Pearsall introduces the reader to Ruskin and his unconsummated marriage, Swinburne and his predilection for flagellation, the cult of the corset, the flourishing trade in pornography and obscene photographs and orgies that took place under cover at sedate country houses.""--BOOK JACKET.",['Ronald Pearsall'],http://books.google.com/books/content?id=0QLxAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=0QLxAAAAMAAJ&q=The+Worm+in+the+Bud:+The+World+of+Victorian+Sexuality.&dq=The+Worm+in+the+Bud:+The+World+of+Victorian+Sexuality.&hl=&cd=1&source=gbs_api,Penguin Group,1983,http://books.google.com/books?id=0QLxAAAAMAAJ&dq=The+Worm+in+the+Bud:+The+World+of+Victorian+Sexuality.&hl=&source=gbs_api,['Great Britain'],1.0
1451,Beatrice Doesn't Want To,"On the third afternoon of going to the library with her brother Henry, Beatrice finally finds something she enjoys doing.",['Laura Joffe Numeroff'],http://books.google.com/books/content?id=3xOTGcT6v6IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=3xOTGcT6v6IC&q=Beatrice+Doesn%27t+Want+To&dq=Beatrice+Doesn%27t+Want+To&hl=&cd=1&source=gbs_api,Franklin Watts,1981,http://books.google.nl/books?id=3xOTGcT6v6IC&dq=Beatrice+Doesn%27t+Want+To&hl=&source=gbs_api,['Books and reading'],15.0
